order_id,user_id,restaurant_id,order_ts,order_total,num_items
67,2734,223,2024-12-19T08:18:04Z,166.26,2
68,4562,135,2024-05-01T14:13:58Z,1367.51,2
69,2597,90,2023-10-22T01:05:58Z,214.33,2
70,5566,611,2023-03-21T16:21:57Z,313.73,3
71,973,287,2024-08-17T09:26:50Z,951.14,4
72,176,255,2024-10-16T17:20:48Z,1145.7,4
73,889,318,2023-05-13T08:26:28Z,137.32,1
74,6869,573,2023-02-12T14:28:42Z,3426.82,4
75,2285,525,2024-11-27T19:56:33Z,982.81,4
76,1222,210,2024-07-21T15:44:18Z,1515.33,5
77,658,185,2023-05-05T14:11:37Z,61.59,1
78,6208,27,2024-08-17T05:03:42Z,1121.77,2
79,5469,333,2024-03-02T16:18:29Z,3165.27,4
80,7203,15,2023-06-22T16:57:42Z,776.04,3
81,1090,365,2024-06-30T10:49:26Z,192.93,2
82,1590,546,2023-03-07T05:48:41Z,555.98,3
83,2523,605,2024-11-16T01:25:27Z,273.95,3
84,4369,151,2023-07-30T11:53:55Z,1480.53,5
85,1843,730,2023-04-05T03:07:24Z,590.79,2
86,243,239,2023-12-27T09:21:07Z,525.57,2
87,4853,486,2024-07-14T12:03:29Z,188.51,2
88,5342,537,2024-08-03T05:56:22Z,4273.4,6
89,3335,355,2024-07-22T00:40:51Z,1227.03,2
90,4442,312,2023-06-02T08:39:51Z,256.63,3
91,2507,298,2023-01-22T14:04:45Z,807.36,3
92,7066,731,2023-06-21T15:29:00Z,2891.56,3
93,3455,575,2024-08-16T06:48:56Z,777.98,3
94,4870,522,2023-10-26T14:53:38Z,634.86,2
95,1830,614,2024-02-23T09:28:35Z,1994.85,2
96,5581,31,2023-09-13T17:23:11Z,225.42,3
97,3375,357,2023-04-16T06:32:15Z,1059.99,4
98,6760,106,2023-04-16T08:22:33Z,1427.18,2
99,1506,630,2023-10-09T08:17:12Z,638.82,1
100,1236,351,2024-08-27T12:02:10Z,2005.88,2
101,2677,52,2024-04-21T17:04:46Z,1229.13,4
102,5124,340,2024-11-30T03:51:26Z,701.86,3
103,5831,471,2024-05-13T03:04:10Z,742.44,4
104,5074,734,2024-03-16T00:47:40Z,210.26,1
105,1980,140,2023-02-02T04:53:07Z,334.7,3
106,6228,156,2023-06-13T05:43:15Z,198.17,2
107,2044,660,2023-05-16T16:45:46Z,111.18,1
108,1455,492,2024-02-02T19:22:07Z,219.38,3
109,4946,562,2023-01-19T06:19:46Z,996.21,4
110,7265,391,2024-08-28T14:01:02Z,978.2,9
111,3055,322,2023-08-17T08:47:43Z,480.67,2
112,6875,178,2023-01-15T05:20:50Z,5428.18,19
113,4083,402,2023-04-28T10:07:52Z,1839.9,6
114,2232,576,2024-01-04T10:41:44Z,1661.72,5
115,7148,534,2024-09-01T16:35:43Z,241.36,2
116,2977,218,2024-05-08T17:08:59Z,982.54,4
117,4628,437,2023-06-19T01:06:40Z,854.98,10
118,3610,540,2023-01-28T12:06:51Z,385.93,3
119,914,547,2023-06-19T12:51:08Z,1000.48,4
120,3148,342,2023-01-13T09:56:44Z,1192.96,5
121,1427,80,2024-03-18T09:53:14Z,816.37,3
122,6976,645,2024-02-27T05:23:02Z,295.34,4
123,1595,678,2023-06-11T07:34:01Z,180.41,2
124,6509,541,2023-01-30T04:50:18Z,248.65,3
125,5406,7,2024-04-05T15:12:56Z,3346.88,4
126,706,458,2023-10-14T17:21:39Z,497.99,3
127,1152,403,2024-10-17T17:05:14Z,589.34,5
128,447,471,2023-02-03T14:03:57Z,758.63,3
129,2898,128,2023-12-20T13:05:43Z,582.11,2
130,3369,444,2023-11-10T01:43:25Z,110.79,2
131,5908,168,2023-11-01T08:04:01Z,429.24,4
132,987,557,2024-09-28T14:57:06Z,1158.15,2
133,5170,300,2023-06-30T13:34:23Z,1598.76,6
134,4615,503,2023-06-13T05:30:53Z,472.45,2
135,5311,93,2024-02-18T10:58:09Z,2059.6,8
136,2193,101,2023-12-04T06:42:55Z,1172.49,4
137,6583,578,2023-02-21T17:06:59Z,1052.27,4
138,1167,366,2024-03-16T18:59:33Z,901.55,4
139,3929,439,2024-02-15T13:14:05Z,400.3,3
140,2122,387,2024-10-17T16:20:49Z,178.06,2
141,4844,93,2024-05-14T14:34:30Z,165.51,1
142,5256,235,2023-05-06T09:20:26Z,95.51,1
143,3365,660,2023-06-27T10:11:01Z,210.28,2
144,402,295,2023-12-26T07:04:10Z,800.26,3
145,6747,287,2024-05-02T15:58:29Z,445.99,2
146,2944,222,2024-10-07T09:24:35Z,299.5,3
147,4450,461,2024-08-25T13:19:27Z,2420.86,4
148,7329,682,2023-12-01T14:40:18Z,183.39,2
149,6503,517,2024-11-10T09:15:47Z,133.21,1
150,3076,46,2023-08-13T12:33:37Z,594.7,2
151,4222,271,2024-08-31T10:37:43Z,786.8,3
152,4077,23,2023-05-01T06:39:20Z,1493.3,5
153,1542,549,2024-09-17T03:17:57Z,993.17,2
154,4689,22,2023-10-23T14:49:03Z,4020.36,5
155,1236,210,2024-08-27T12:45:21Z,657.92,3
156,958,174,2023-06-10T10:06:57Z,225.64,2
157,2134,703,2023-01-07T15:37:12Z,227.76,2
158,2956,109,2023-04-16T13:34:59Z,349.89,5
159,5599,556,2023-06-07T11:37:40Z,315.32,3
160,946,239,2024-03-10T16:48:52Z,1455.88,5
161,6841,273,2024-03-09T15:02:50Z,1696.33,6
162,7056,745,2023-11-05T08:22:44Z,1371.14,5
163,4189,388,2024-10-17T13:58:34Z,155.75,2
164,3043,468,2023-11-19T13:41:08Z,769.27,3
165,1634,611,2023-12-17T13:30:07Z,130.42,2
166,1977,533,2023-08-13T08:26:49Z,476.7,2
167,3943,96,2024-08-07T16:45:17Z,2411.62,4
168,708,676,2023-08-21T10:09:31Z,2938.72,3
169,1264,256,2023-05-31T12:42:41Z,266.86,2
170,4113,128,2024-12-18T16:17:03Z,1742.94,6
171,2320,552,2023-01-12T15:26:30Z,811.74,3
172,692,280,2024-01-17T14:01:07Z,292.55,3
173,6310,679,2024-01-11T15:18:52Z,527.17,2
174,3377,507,2024-04-29T16:01:12Z,943.1,5
175,3878,492,2024-08-18T04:14:15Z,216.48,3
176,3004,460,2024-04-01T10:12:26Z,2184.85,3
177,6208,369,2024-08-29T08:20:04Z,1481.57,5
178,4314,142,2024-10-19T13:34:17Z,167.13,3
179,7381,257,2023-07-20T14:04:24Z,61.04,1
180,1690,317,2024-11-02T15:17:50Z,1088.37,4
181,6536,542,2023-12-15T16:50:25Z,1579.21,2
182,4411,32,2023-10-19T06:02:35Z,273.47,3
183,4284,343,2024-04-17T07:03:37Z,881.12,3
184,7283,568,2024-06-30T13:40:07Z,3239.95,4
185,6235,297,2024-12-11T16:21:27Z,308.52,3
186,6602,345,2024-01-04T15:13:41Z,484.2,2
187,5251,496,2024-05-01T16:19:05Z,324.6,4
188,2088,339,2024-08-28T17:02:44Z,1035.58,4
189,1126,400,2024-03-08T13:51:09Z,956.47,3
190,4096,316,2023-02-11T11:18:13Z,667.95,2
191,1589,272,2024-10-19T10:25:57Z,174.45,2
192,310,659,2023-10-01T09:53:24Z,254.28,3
193,4995,227,2023-02-03T07:14:41Z,164.14,3
194,3293,682,2024-12-14T15:05:15Z,260.81,3
195,3801,237,2023-01-20T07:09:34Z,360.87,4
196,1005,724,2023-05-24T13:52:27Z,1893.73,2
197,1866,343,2024-09-29T06:11:44Z,1029.01,3
198,591,693,2023-05-28T07:40:37Z,991.01,3
199,3860,670,2023-07-02T04:59:34Z,927.96,3
200,3021,31,2024-03-17T11:02:15Z,205.48,2
201,824,645,2023-11-20T15:46:51Z,230.43,3
202,1233,378,2023-08-01T15:04:32Z,144.37,2
203,6159,710,2024-12-30T16:12:15Z,1572.1,5
204,3862,498,2024-12-11T09:34:39Z,1661.12,2
205,6743,584,2024-10-02T08:53:50Z,539.12,2
206,3405,474,2023-07-18T09:36:05Z,868.5,4
207,7383,712,2024-02-22T08:40:23Z,2537.06,3
208,7342,708,2023-02-26T14:07:27Z,1025.11,3
209,4845,587,2023-01-21T10:53:50Z,957.98,3
210,1090,344,2024-06-30T11:12:36Z,2076.81,2
211,2402,376,2023-09-15T10:20:33Z,305.62,1
212,501,350,2023-07-13T12:38:46Z,455.35,2
213,5662,595,2024-08-10T16:31:34Z,378.71,2
214,5718,707,2023-03-28T17:50:18Z,986.96,3
215,6114,354,2024-08-09T09:20:44Z,647.3,2
216,4474,245,2023-05-13T02:55:00Z,2027.05,2
217,6402,77,2024-02-09T17:17:43Z,611.6,3
218,6566,478,2024-11-28T13:50:04Z,331.91,3
219,6824,711,2023-07-14T05:53:41Z,1160.89,2
220,4865,474,2024-09-15T01:44:50Z,412.44,2
221,681,262,2024-12-28T15:21:27Z,400.78,4
222,1037,448,2024-01-30T02:10:15Z,3936.69,5
223,4324,139,2024-11-12T12:32:27Z,116.18,2
224,5267,47,2024-05-09T06:10:09Z,1259.35,4
225,3371,22,2023-10-01T16:07:45Z,1490.29,2
226,1423,479,2023-01-06T10:27:16Z,2724.66,3
227,6766,247,2023-12-11T14:50:15Z,347.38,4
228,4486,323,2024-07-01T15:04:07Z,1813.21,6
229,554,591,2024-03-11T00:49:02Z,3339.63,4
230,5159,28,2023-02-26T05:44:43Z,804.31,3
231,6063,503,2023-07-08T16:43:35Z,676.58,2
232,5319,610,2023-07-25T13:46:57Z,856.72,3
233,1331,674,2023-12-04T09:45:24Z,653.14,2
234,659,215,2024-01-28T06:18:21Z,567.66,6
235,963,322,2024-03-29T16:13:41Z,948.09,4
236,3171,228,2023-02-07T13:56:25Z,802.79,3
237,685,295,2023-04-15T05:56:17Z,412.93,2
238,1196,510,2023-09-17T08:18:06Z,732.71,3
239,4610,424,2024-08-17T08:57:46Z,335.73,3
240,3875,531,2024-08-26T12:57:51Z,3300.72,4
241,2248,583,2024-12-15T08:48:14Z,374.8,4
242,4314,562,2024-10-19T14:29:44Z,642.2,2
243,4108,352,2023-11-24T15:00:14Z,474.56,2
244,6937,133,2023-07-12T16:40:09Z,229.14,3
245,6242,285,2023-01-18T07:24:36Z,409.94,4
246,2936,177,2024-08-27T08:19:01Z,3747.29,6
247,5967,236,2024-11-15T12:04:49Z,2230.22,2
248,5020,470,2023-04-16T03:18:04Z,298.55,3
249,6744,68,2024-11-16T16:55:11Z,2518.47,3
250,660,342,2024-03-29T14:53:27Z,1287.49,5
251,5410,37,2023-10-16T05:44:30Z,149.15,2
252,2602,259,2024-06-21T13:27:39Z,802.15,8
253,2759,79,2023-03-18T06:25:54Z,1220.09,4
254,3549,570,2023-07-03T14:24:06Z,328.65,3
255,7188,577,2024-09-23T11:47:20Z,802.38,3
256,378,105,2023-04-11T19:22:20Z,2271.91,3
257,3185,326,2023-06-15T12:55:25Z,1074.07,2
258,6735,85,2024-12-27T09:28:45Z,238.79,3
259,5196,280,2023-10-31T15:39:50Z,404.13,3
260,6635,417,2024-05-27T17:16:11Z,835.33,3
261,4421,660,2024-11-20T15:50:01Z,473.32,4
262,1564,466,2024-11-11T09:57:09Z,546.81,2
263,4258,282,2024-03-20T14:05:33Z,368.55,3
264,6295,715,2023-09-05T08:20:00Z,416.9,5
265,6116,641,2024-08-23T00:42:34Z,1321.84,5
266,1903,489,2023-12-06T16:42:04Z,416.69,4
267,680,415,2023-09-30T15:57:18Z,840.32,3
268,6228,564,2024-06-28T07:25:13Z,249.1,2
269,5870,418,2024-03-20T17:31:42Z,916.51,1
270,4271,325,2024-05-26T14:36:45Z,226.47,3
271,5214,665,2023-11-17T15:52:49Z,1059.5,10
272,7315,72,2023-10-03T08:15:01Z,803.62,2
273,6426,419,2023-12-02T02:08:45Z,3992.05,5
274,6847,166,2024-11-19T08:43:09Z,1469.54,2
275,1778,611,2023-01-06T14:31:45Z,337.77,3
276,5927,98,2024-01-19T15:12:25Z,196.96,2
277,5425,201,2024-06-21T06:24:26Z,1765.82,7
278,3874,258,2024-03-29T07:52:39Z,3838.69,5
279,2015,575,2024-04-07T18:32:13Z,1344.41,6
280,3827,210,2023-12-21T03:09:13Z,201.36,1
281,2280,626,2023-06-23T07:18:00Z,4307.47,5
282,5414,225,2024-08-10T16:43:26Z,2788.98,4
283,152,744,2023-11-04T05:48:42Z,583.41,2
284,4951,570,2023-12-02T17:18:48Z,397.1,4
285,5700,217,2023-09-22T11:32:18Z,4449.1,6
286,5935,146,2023-01-08T15:15:41Z,134.98,2
287,5021,316,2023-01-04T09:18:43Z,468.77,2
288,2724,162,2024-05-28T14:04:23Z,231.35,3
289,7092,339,2023-05-07T08:34:22Z,185.03,1
290,2868,347,2024-09-09T16:25:01Z,665.96,2
291,7045,389,2024-02-20T07:27:17Z,1182.8,4
292,384,704,2023-02-03T15:10:18Z,279.94,3
293,1091,296,2024-05-25T14:09:34Z,3409.92,4
294,2920,152,2024-09-25T12:40:35Z,2305.18,3
295,7042,541,2024-06-20T15:00:55Z,863.21,10
296,3555,452,2023-05-14T01:44:36Z,1776.27,2
297,2421,186,2024-05-10T07:05:41Z,1905.62,2
298,6590,415,2024-10-29T03:40:26Z,166.58,1
299,2959,603,2024-12-12T11:00:45Z,2607.81,4
300,4873,421,2024-10-19T16:34:18Z,1123.16,3
301,2977,418,2024-05-08T17:58:12Z,3577.92,4
302,6643,307,2023-06-11T14:46:45Z,966.06,3
303,7333,84,2023-01-11T17:19:47Z,902.68,2
304,1780,686,2023-11-22T05:59:34Z,166.61,2
305,4900,322,2024-02-19T15:02:19Z,1142.76,4
306,1837,601,2024-04-27T07:03:57Z,1229.42,5
307,4909,20,2024-05-22T07:31:46Z,204.96,3
308,5731,417,2024-07-25T16:13:37Z,480.11,2
309,2004,373,2024-11-17T04:38:49Z,491.27,5
310,7371,311,2023-05-03T12:50:51Z,1319.1,4
311,3095,109,2023-12-20T17:12:25Z,161.42,2
312,6233,46,2024-12-14T18:16:41Z,5188.13,17
313,3480,238,2024-09-19T07:43:27Z,210.28,2
314,1155,239,2024-04-23T17:20:02Z,1289.4,4
315,7397,311,2024-04-01T16:43:47Z,336.94,1
316,1741,400,2023-03-11T15:58:46Z,1010.59,4
317,3025,652,2024-06-22T00:41:04Z,130.0,2
318,4400,544,2023-04-20T15:01:05Z,600.22,2
319,4019,707,2023-05-06T13:33:46Z,1033.58,4
320,2106,115,2023-11-30T04:20:09Z,310.46,3
321,4003,325,2023-02-09T11:22:17Z,131.5,2
322,4662,127,2024-12-27T14:05:31Z,2269.72,3
323,2685,339,2024-08-04T12:03:07Z,848.35,4
324,5214,278,2023-11-17T16:21:37Z,296.19,3
325,5067,522,2024-03-15T06:05:02Z,1035.09,3
326,3909,739,2024-10-11T11:39:20Z,294.29,1
327,2441,88,2023-08-06T10:08:15Z,500.22,2
328,7151,233,2024-08-24T11:16:19Z,1160.78,4
329,6005,150,2024-02-11T14:23:08Z,607.55,2
330,4915,513,2023-12-29T11:27:29Z,2053.55,3
331,708,158,2023-09-26T15:19:31Z,2039.87,2
332,5638,572,2024-10-06T16:28:20Z,735.88,3
333,7118,102,2024-04-29T16:09:32Z,4505.8,5
334,438,240,2023-01-27T13:31:18Z,1446.22,2
335,2406,86,2024-07-06T16:09:02Z,1487.11,2
336,776,713,2023-10-08T06:04:46Z,265.02,3
337,2539,197,2024-09-28T18:17:53Z,1384.72,5
338,379,306,2024-05-08T15:01:17Z,291.02,3
339,507,426,2024-01-13T14:05:49Z,1263.23,6
340,6968,31,2023-08-12T13:58:53Z,190.28,3
341,1783,109,2023-10-10T15:04:09Z,198.01,2
342,1548,197,2024-04-06T09:48:07Z,490.16,2
343,6873,678,2023-01-18T16:23:32Z,169.16,2
344,6959,563,2023-09-02T14:53:15Z,629.58,2
345,5987,110,2023-12-15T16:29:24Z,387.69,4
346,5612,523,2024-12-21T05:35:55Z,382.39,2
347,1824,622,2024-12-23T10:00:23Z,4326.87,5
348,6948,485,2024-03-16T00:39:57Z,1210.34,4
349,1468,259,2024-02-18T16:32:49Z,338.74,4
350,4697,167,2024-09-26T17:33:24Z,360.02,5
351,5362,242,2024-09-02T11:35:46Z,421.59,4
352,4890,385,2023-08-19T06:56:51Z,324.14,2
353,3436,654,2024-08-24T12:26:08Z,50.49,1
354,4583,585,2024-03-31T14:59:04Z,810.05,3
355,4272,431,2023-04-18T09:02:46Z,679.17,2
356,6988,17,2023-10-25T10:49:20Z,798.6,4
357,2555,255,2023-07-30T10:06:40Z,647.0,2
358,3780,141,2023-08-08T11:15:32Z,922.69,4
359,2568,228,2024-10-09T07:54:08Z,897.11,3
360,5309,640,2024-12-04T15:46:20Z,467.68,2
361,6230,507,2024-05-23T04:14:45Z,580.84,2
362,4864,162,2024-04-09T03:36:48Z,159.53,2
363,2714,568,2023-06-17T17:04:17Z,1880.17,2
364,1159,350,2023-03-12T06:58:45Z,1271.42,4
365,5477,669,2023-04-25T05:55:42Z,684.83,3
366,4024,540,2023-12-31T15:08:39Z,172.67,2
367,3961,154,2023-02-11T10:38:38Z,669.76,2
368,2204,372,2023-10-21T16:51:36Z,2038.61,2
369,7159,432,2023-09-02T00:53:02Z,1048.98,2
370,4039,528,2024-07-07T08:58:44Z,1772.66,3
371,426,172,2024-06-10T08:18:13Z,1301.58,5
372,5548,581,2024-02-06T10:21:05Z,1123.63,4
373,817,214,2023-06-09T09:31:29Z,1205.21,2
374,952,5,2024-06-07T14:27:39Z,257.43,3
375,5694,159,2023-04-14T03:06:32Z,411.75,2
376,4598,464,2024-11-15T15:59:55Z,809.75,3
377,5405,551,2023-04-09T10:53:14Z,1535.8,2
378,1841,361,2024-06-01T17:00:54Z,2511.64,4
379,5037,373,2024-09-12T10:27:40Z,312.56,4
380,1334,748,2023-12-09T14:31:45Z,1524.39,2
381,5540,274,2023-04-17T14:47:48Z,453.16,2
382,5789,62,2023-11-03T09:22:22Z,570.3,2
383,4415,318,2023-01-09T12:24:14Z,141.36,1
384,5626,682,2024-06-30T18:00:41Z,340.04,4
385,4002,11,2024-03-15T06:15:11Z,296.47,3
386,2169,25,2024-06-25T18:27:20Z,523.58,2
387,5268,344,2024-03-30T12:50:45Z,4486.18,5
388,3260,232,2023-09-02T01:26:18Z,235.59,2
389,1267,68,2024-05-15T15:20:50Z,1488.9,2
390,6164,348,2023-06-25T01:46:16Z,198.13,2
391,3978,42,2023-06-08T04:40:54Z,4221.51,5
392,6306,73,2023-01-02T06:02:50Z,2825.67,4
393,3839,499,2024-12-08T15:12:24Z,374.91,3
394,1752,431,2023-07-09T18:17:12Z,402.25,1
395,7452,349,2024-07-16T17:29:23Z,1537.28,2
396,5795,669,2023-04-22T02:23:27Z,688.35,2
397,7133,259,2024-08-26T14:51:49Z,649.71,5
398,1053,743,2023-10-27T08:41:27Z,330.45,4
399,6345,283,2023-07-01T07:30:58Z,773.4,3
400,1171,107,2024-08-16T04:24:49Z,307.63,3
401,7340,215,2024-01-09T14:08:10Z,255.27,3
402,2815,60,2024-03-13T09:07:24Z,544.6,2
403,6157,447,2023-01-30T09:14:59Z,1651.13,2
404,2514,154,2023-02-26T17:12:04Z,1602.65,6
405,7197,258,2023-03-15T07:15:48Z,3103.5,4
406,5895,341,2024-12-21T08:12:32Z,3111.13,4
407,3965,702,2023-09-09T01:38:38Z,824.1,3
408,1343,479,2023-11-16T02:52:18Z,1194.66,2
409,378,180,2024-09-09T16:24:59Z,227.59,3
410,5740,379,2023-01-01T09:07:38Z,864.55,3
411,893,557,2023-08-18T16:25:59Z,1669.07,2
412,5819,482,2024-12-23T14:04:36Z,1007.1,3
413,6220,188,2024-06-25T13:20:08Z,238.29,2
414,7389,122,2023-06-11T00:56:57Z,391.74,4
415,576,349,2024-02-03T14:50:07Z,1160.11,2
416,4754,283,2024-10-18T09:34:16Z,814.36,3
417,3943,609,2024-08-07T17:12:10Z,190.21,3
418,1292,713,2023-06-04T15:51:42Z,283.49,3
419,5936,15,2024-04-24T08:42:32Z,834.0,3
420,2430,630,2023-10-28T06:31:48Z,3947.34,5
421,794,60,2023-05-24T16:20:00Z,558.8,2
422,6150,662,2024-02-21T10:24:00Z,278.3,1
423,1082,546,2023-01-23T15:33:53Z,656.03,3
424,1083,495,2024-06-07T07:14:45Z,2581.98,4
425,1193,627,2023-12-31T15:16:01Z,345.57,4
426,2567,281,2024-04-16T11:38:00Z,135.3,1
427,1502,231,2024-12-25T13:45:19Z,145.34,2
428,5182,469,2023-01-15T04:12:36Z,1156.15,4
429,6110,406,2024-06-12T18:49:11Z,227.04,2
430,2338,635,2023-11-11T06:29:11Z,652.35,6
431,1883,132,2023-03-08T05:42:56Z,984.09,4
432,5122,206,2023-06-25T14:57:00Z,173.96,2
433,1178,19,2023-09-06T08:03:24Z,1358.8,5
434,6880,366,2023-08-31T07:07:09Z,498.74,2
435,4939,318,2023-08-03T16:50:43Z,485.23,4
436,4109,76,2023-02-18T06:38:14Z,181.99,2
437,4432,290,2023-05-03T11:29:42Z,331.5,4
438,933,67,2024-12-04T13:21:44Z,890.32,3
439,4457,233,2023-02-28T07:53:17Z,619.42,2
440,5326,615,2024-07-19T14:42:12Z,1608.4,2
441,2488,199,2023-12-10T02:35:56Z,2552.18,3
442,1436,182,2024-01-18T00:39:37Z,1871.17,2
443,4307,203,2024-03-10T16:20:49Z,1901.88,3
444,1971,325,2024-04-02T06:20:21Z,121.37,2
445,2799,437,2023-01-31T13:48:16Z,108.33,2
446,3720,214,2023-07-23T17:13:23Z,1732.49,2
447,4646,328,2023-08-01T16:44:00Z,637.82,2
448,2054,253,2024-03-02T07:19:24Z,2571.26,4
449,1535,721,2024-03-12T14:04:41Z,1410.6,2
450,4821,482,2023-09-07T14:33:41Z,763.0,3
451,5905,378,2024-10-04T14:18:45Z,158.24,2
452,5746,427,2023-06-09T00:36:42Z,513.98,5
453,4246,360,2023-04-29T06:31:03Z,3443.24,11
454,672,13,2024-04-24T05:34:45Z,479.66,5
455,1504,498,2024-03-27T13:21:10Z,1458.63,2
456,3631,465,2024-06-21T03:42:12Z,496.75,2
457,1050,498,2024-01-07T14:29:37Z,2533.34,3
458,6722,510,2024-06-28T08:38:48Z,974.68,4
459,1530,236,2024-12-03T05:51:05Z,894.12,1
460,6921,233,2024-06-29T17:08:15Z,252.02,1
461,2113,256,2023-12-19T06:57:55Z,121.57,2
462,4230,31,2023-08-03T15:22:24Z,55.88,1
463,5596,198,2023-10-07T16:47:33Z,423.8,2
464,992,47,2023-10-28T10:02:46Z,360.84,1
465,4270,395,2024-12-19T09:43:21Z,678.25,3
466,5232,133,2024-11-12T00:57:31Z,197.23,3
467,1175,64,2024-12-19T05:31:35Z,411.23,2
468,6663,124,2024-05-13T02:57:14Z,1052.26,4
469,805,178,2023-12-08T08:05:09Z,941.91,4
470,1733,8,2023-03-24T16:11:08Z,202.88,4
471,1571,568,2024-05-25T07:49:14Z,2430.84,3
472,1161,385,2024-01-16T09:09:09Z,455.98,2
473,6376,377,2023-02-23T13:25:09Z,289.86,3
474,3041,415,2023-10-25T18:56:09Z,768.0,3
475,3289,704,2023-02-14T07:24:25Z,224.15,3
476,4327,348,2024-01-16T18:00:30Z,273.87,3
477,5277,676,2023-12-27T15:58:42Z,1901.77,2
478,7045,727,2024-03-28T07:59:56Z,972.21,4
479,7367,111,2023-06-24T08:07:54Z,903.66,3
480,5741,91,2023-08-21T06:43:08Z,226.69,3
481,607,597,2024-11-07T17:27:46Z,552.35,5
482,6773,24,2024-04-11T16:46:28Z,370.86,4
483,2836,17,2023-06-10T15:40:35Z,1295.86,4
484,3091,389,2024-07-13T17:28:59Z,1675.16,6
485,2312,386,2023-01-10T08:16:12Z,257.87,1
486,1924,163,2023-06-21T08:46:42Z,511.71,3
487,2252,456,2023-02-16T06:42:47Z,127.75,2
488,2072,628,2023-06-30T07:29:45Z,215.44,3
489,6921,233,2024-08-18T06:28:32Z,537.0,2
490,3888,81,2023-09-02T16:22:21Z,204.06,3
491,4772,244,2024-06-14T10:26:09Z,2953.13,5
492,1742,242,2024-07-04T11:07:51Z,238.75,3
493,5407,259,2024-10-11T07:55:05Z,319.71,3
494,2322,492,2024-03-30T15:31:52Z,158.43,2
