restaurant_id,name,cuisine,price_range,rating,is_chain,avg_prep_time_min,image_url,city
15,Red Diner,Burger,low,4.1,1,20,https://images.unsplash.com/photo-1568901346375-23c9450c58cd?w=300&q=80,Bangalore
16,Red Cravings,South Indian,low,4.7,0,35,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80,Bangalore
17,Authentic Diner,Biryani,high,4.9,0,35,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80,Bangalore
18,New Munch,Healthy,low,3.7,0,25,https://images.unsplash.com/photo-1512621776951-a57141f2eefd?w=300&q=80,Bangalore
19,Malabar Oven Healthy,Healthy,mid,4.1,0,30,https://images.unsplash.com/photo-1512621776951-a57141f2eefd?w=300&q=80,Bangalore
20,Mysore Oven Bengali,Bengali,mid,3.8,1,25,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80,Bangalore
21,Golden Spoon Healthy,Healthy,high,3.9,0,35,https://images.unsplash.com/photo-1512621776951-a57141f2eefd?w=300&q=80,Bangalore
22,The Great Bowl,Healthy,low,3.5,0,35,https://images.unsplash.com/photo-1512621776951-a57141f2eefd?w=300&q=80,Bangalore
23,The Grand Spoon,Biryani,high,4.9,1,40,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80,Bangalore
24,Madras Cravings Rajasthani,Rajasthani,low,3.6,1,45,https://images.unsplash.com/photo-1544026229-2ceec1a86827?w=300&q=80,Bangalore
25,Vintage House,Burger,premium,4.9,0,35,https://images.unsplash.com/photo-1568901346375-23c9450c58cd?w=300&q=80,Bangalore
26,Blue Fork Rajasthani,Rajasthani,high,3.4,0,20,https://images.unsplash.com/photo-1544026229-2ceec1a86827?w=300&q=80,Bangalore
27,Famous Oven,Burger,premium,3.3,1,25,https://images.unsplash.com/photo-1568901346375-23c9450c58cd?w=300&q=80,Bangalore
28,The New Feast,Healthy,mid,4.2,0,20,https://images.unsplash.com/photo-1512621776951-a57141f2eefd?w=300&q=80,Bangalore
29,The Vintage Grill,Biryani,low,3.6,0,25,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80,Bangalore
30,The Urban Tandoor,Chinese,high,4.0,0,30,https://images.unsplash.com/photo-1585032226651-759b368d7246?w=300&q=80,Bangalore
31,Golden Cravings Healthy,Healthy,mid,3.9,0,15,https://images.unsplash.com/photo-1512621776951-a57141f2eefd?w=300&q=80,Bangalore
32,Authentic Spoon,North Indian,high,5.0,0,30,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80,Bangalore
33,Royal Tandoor,Mexican,low,4.6,0,35,https://images.unsplash.com/photo-1578474846511-04245941c4d9?w=400&q=80,Bangalore
34,Mysore Bistro North Indian,North Indian,low,3.5,0,15,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80,Bangalore
35,Urban Savour,Biryani,mid,4.4,1,30,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80,Bangalore
36,New Flavor Healthy,Healthy,mid,4.5,1,35,https://images.unsplash.com/photo-1512621776951-a57141f2eefd?w=300&q=80,Bangalore
37,Golden Flavor,Biryani,mid,3.6,0,45,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80,Bangalore
38,Authentic Bowl Biryani,Biryani,mid,3.8,1,15,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80,Bangalore
39,Grand Spoon South Indian,South Indian,mid,4.8,0,45,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80,Bangalore
40,Famous Plate Healthy,Healthy,low,4.0,0,35,https://images.unsplash.com/photo-1512621776951-a57141f2eefd?w=300&q=80,Bangalore
41,The Madras Munch,Biryani,mid,3.3,0,35,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80,Bangalore
42,The New Bistro,South Indian,premium,4.7,1,35,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80,Bangalore
43,The Royal Zest,Healthy,low,3.7,0,40,https://images.unsplash.com/photo-1512621776951-a57141f2eefd?w=300&q=80,Bangalore
44,The Deccan Fork,Burger,mid,4.1,1,15,https://images.unsplash.com/photo-1568901346375-23c9450c58cd?w=300&q=80,Bangalore
45,Grand Palace,Burger,premium,3.6,0,45,https://images.unsplash.com/photo-1568901346375-23c9450c58cd?w=300&q=80,Bangalore
46,Grand Palace,North Indian,high,4.2,0,30,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80,Bangalore
47,Famous Wok,Burger,premium,3.7,0,25,https://images.unsplash.com/photo-1568901346375-23c9450c58cd?w=300&q=80,Bangalore
48,The Urban Table,Rajasthani,premium,3.9,0,35,https://images.unsplash.com/photo-1544026229-2ceec1a86827?w=300&q=80,Bangalore
49,Madras Fork South Indian,South Indian,premium,4.0,0,40,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80,Bangalore
50,Classic Grill,Biryani,high,4.8,0,25,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80,Bangalore
51,The Munch Eats,Pizza,mid,3.9,1,35,https://images.unsplash.com/photo-1513104890138-7c749659a591?w=300&q=80,Mumbai
52,Bites Grill,North Indian,premium,3.8,0,40,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80,Mumbai
53,The The Great Zest,Mexican,mid,4.4,0,40,https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=400&q=80,Mumbai
54,The Feast Tandoor,Street Food,premium,3.8,0,20,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80,Mumbai
55,Royal Hut,South Indian,mid,4.5,0,40,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80,Mumbai
56,The Blue Bistro,Lebanese,low,4.7,1,40,https://images.unsplash.com/photo-1514933651103-005eec06c04b?w=400&q=80,Mumbai
57,Spice Taste Burger,Burger,mid,4.6,0,35,https://images.unsplash.com/photo-1568901346375-23c9450c58cd?w=300&q=80,Mumbai
58,Savour Savour,Desserts,premium,3.7,0,40,https://images.unsplash.com/photo-1603513361099-2eeb2be05c86?w=300&q=80,Mumbai
59,Munch Taste Continental,Continental,mid,4.2,0,45,https://images.unsplash.com/photo-1621996346565-e3dbc646d9a9?w=300&q=80,Mumbai
60,Royal Feast,Mexican,low,3.4,0,30,https://images.unsplash.com/photo-1466978913421-bac2e104d72b?w=400&q=80,Mumbai
61,Spice Flavor Desserts,Desserts,low,5.0,0,45,https://images.unsplash.com/photo-1603513361099-2eeb2be05c86?w=300&q=80,Mumbai
62,Famous Taste Biryani,Biryani,high,4.9,0,20,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80,Mumbai
63,Munch Cravings,Biryani,premium,4.7,1,40,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80,Mumbai
64,Spice House Street Food,Street Food,mid,3.6,0,25,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80,Mumbai
65,Urban Feast Pizza,Pizza,low,3.3,0,45,https://images.unsplash.com/photo-1513104890138-7c749659a591?w=300&q=80,Mumbai
66,The Eats Hut,Street Food,mid,4.5,0,25,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80,Mumbai
67,Cravings Wok,Continental,mid,3.4,1,35,https://images.unsplash.com/photo-1621996346565-e3dbc646d9a9?w=300&q=80,Mumbai
68,The Spice Bowl,Pizza,premium,4.7,0,40,https://images.unsplash.com/photo-1513104890138-7c749659a591?w=300&q=80,Mumbai
69,Royal Fork,Continental,mid,3.5,0,25,https://images.unsplash.com/photo-1621996346565-e3dbc646d9a9?w=300&q=80,Mumbai
70,Red Zest,Bengali,low,3.1,0,25,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80,Mumbai
71,Spice Spice,Continental,premium,3.9,0,20,https://images.unsplash.com/photo-1621996346565-e3dbc646d9a9?w=300&q=80,Mumbai
72,Cravings Wok Biryani,Biryani,mid,5.0,1,40,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80,Mumbai
73,Grand Kitchen North Indian,North Indian,premium,3.1,1,25,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80,Mumbai
74,Munch Bites,Lebanese,high,4.5,0,40,https://images.unsplash.com/photo-1424847651672-bf20a4b0982b?w=400&q=80,Mumbai
75,Red Kitchen Rajasthani,Rajasthani,mid,4.9,0,45,https://images.unsplash.com/photo-1544026229-2ceec1a86827?w=300&q=80,Mumbai
76,The Bites House,Continental,high,3.3,0,45,https://images.unsplash.com/photo-1621996346565-e3dbc646d9a9?w=300&q=80,Mumbai
77,Eats Fork,Gujarati,mid,3.2,0,40,https://images.unsplash.com/photo-1613069150035-7d52f6b8c9df?w=300&q=80,Mumbai
78,Eats Spoon,Pizza,mid,3.3,1,25,https://images.unsplash.com/photo-1513104890138-7c749659a591?w=300&q=80,Mumbai
79,Spicy Spoon Pizza,Pizza,mid,4.4,0,40,https://images.unsplash.com/photo-1513104890138-7c749659a591?w=300&q=80,Mumbai
80,The Modern Cafe,Continental,mid,3.1,0,35,https://images.unsplash.com/photo-1621996346565-e3dbc646d9a9?w=300&q=80,Mumbai
81,The Classic Oven,Street Food,premium,3.7,0,15,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80,Mumbai
82,Vintage Cravings Street Food,Street Food,high,4.2,0,45,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80,Mumbai
83,The Zest Bites,Street Food,premium,3.7,0,15,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80,Mumbai
84,Feast Tandoor,Street Food,mid,3.3,0,30,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80,Mumbai
85,Savour Tandoor South Indian,South Indian,mid,4.7,0,20,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80,Mumbai
86,The Blue Palace,Street Food,low,4.6,0,35,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80,Mumbai
87,Classic Taste North Indian,North Indian,high,3.5,0,30,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80,Mumbai
88,The Eats Munch,Lebanese,high,4.3,1,35,https://images.unsplash.com/photo-1578474846511-04245941c4d9?w=400&q=80,Mumbai
89,The Great Taste Continental,Continental,mid,4.6,0,45,https://images.unsplash.com/photo-1621996346565-e3dbc646d9a9?w=300&q=80,Mumbai
90,Authentic Wok,Pizza,mid,4.9,0,15,https://images.unsplash.com/photo-1513104890138-7c749659a591?w=300&q=80,Mumbai
91,Bites Fork Continental,Continental,high,4.8,1,20,https://images.unsplash.com/photo-1621996346565-e3dbc646d9a9?w=300&q=80,Mumbai
92,Eats Cravings,Mexican,high,3.0,0,40,https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=400&q=80,Mumbai
93,The Golden Feast,Continental,low,3.9,0,25,https://images.unsplash.com/photo-1621996346565-e3dbc646d9a9?w=300&q=80,Mumbai
94,The Spicy Zest,Desserts,mid,3.6,0,20,https://images.unsplash.com/photo-1603513361099-2eeb2be05c86?w=300&q=80,Mumbai
95,The Authentic Eats,Continental,mid,4.2,0,15,https://images.unsplash.com/photo-1621996346565-e3dbc646d9a9?w=300&q=80,Mumbai
96,Golden Bistro,North Indian,mid,4.7,0,40,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80,Mumbai
97,Classic Palace Street Food,Street Food,low,3.4,0,20,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80,Mumbai
98,Authentic Spoon,North Indian,mid,4.1,0,30,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80,Mumbai
99,Vintage Savour,Italian,high,4.8,0,25,https://images.unsplash.com/photo-1621996346565-e3dbc646d9a9?w=300&q=80,Mumbai
100,Royal Bistro,Street Food,low,4.8,0,40,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80,Mumbai
101,New Spoon,Chinese,mid,3.4,0,40,https://images.unsplash.com/photo-1585032226651-759b368d7246?w=300&q=80,Delhi
102,The Grand Kitchen,Italian,mid,4.7,0,40,https://images.unsplash.com/photo-1621996346565-e3dbc646d9a9?w=300&q=80,Delhi
103,Golden Diner,North Indian,high,4.3,0,35,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80,Delhi
104,Modern House Street Food,Street Food,premium,3.6,0,45,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80,Delhi
105,Modern Kitchen North Indian,North Indian,mid,3.3,0,15,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80,Delhi
106,Urban Diner,Biryani,mid,4.9,0,30,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80,Delhi
107,Nawab House,Gujarati,high,4.5,0,30,https://images.unsplash.com/photo-1613069150035-7d52f6b8c9df?w=300&q=80,Delhi
108,The Red Plate,Mughlai,low,3.2,1,15,https://images.unsplash.com/photo-1517248135467-4c7edcad34c4?w=400&q=80,Delhi
109,Chandni Chowk Munch,Mughlai,low,4.1,0,35,https://images.unsplash.com/photo-1424847651672-bf20a4b0982b?w=400&q=80,Delhi
110,The Red Spoon,Burger,premium,3.0,0,40,https://images.unsplash.com/photo-1568901346375-23c9450c58cd?w=300&q=80,Delhi
111,Chandni Chowk Grill Burger,Burger,high,5.0,0,20,https://images.unsplash.com/photo-1568901346375-23c9450c58cd?w=300&q=80,Delhi
112,The Great House North Indian,North Indian,premium,3.2,0,15,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80,Delhi
113,The Classic Savour,Mughlai,mid,3.2,0,20,https://images.unsplash.com/photo-1466978913421-bac2e104d72b?w=400&q=80,Delhi
114,The Golden Palace,Burger,low,3.0,1,25,https://images.unsplash.com/photo-1568901346375-23c9450c58cd?w=300&q=80,Delhi
115,Royal Cafe Street Food,Street Food,low,3.1,1,30,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80,Delhi
116,Chandni Chowk Cravings,Street Food,mid,4.3,0,30,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80,Delhi
117,Classic Grill South Indian,South Indian,mid,4.7,0,40,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80,Delhi
118,The Chandni Chowk House,Burger,mid,4.1,0,30,https://images.unsplash.com/photo-1568901346375-23c9450c58cd?w=300&q=80,Delhi
119,Grand Palace Street Food,Street Food,high,3.7,0,45,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80,Delhi
120,Urban Spice Lebanese,Lebanese,mid,3.5,0,30,https://images.unsplash.com/photo-1514933651103-005eec06c04b?w=400&q=80,Delhi
121,Nawab Palace Street Food,Street Food,high,4.6,0,20,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80,Delhi
122,Royal Savour,Burger,premium,3.1,0,20,https://images.unsplash.com/photo-1568901346375-23c9450c58cd?w=300&q=80,Delhi
123,Modern Flavor Desserts,Desserts,mid,3.6,1,30,https://images.unsplash.com/photo-1603513361099-2eeb2be05c86?w=300&q=80,Delhi
124,The Nawab Bistro,Bengali,mid,4.3,0,35,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80,Delhi
125,New Grill Gujarati,Gujarati,mid,4.1,0,30,https://images.unsplash.com/photo-1613069150035-7d52f6b8c9df?w=300&q=80,Delhi
126,Modern Bites,Burger,mid,3.3,1,45,https://images.unsplash.com/photo-1568901346375-23c9450c58cd?w=300&q=80,Delhi
127,Vintage Munch,Burger,premium,4.0,0,30,https://images.unsplash.com/photo-1568901346375-23c9450c58cd?w=300&q=80,Delhi
128,Golden Feast,Bengali,high,4.2,0,15,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80,Delhi
129,The Golden Bowl,Burger,mid,4.6,0,20,https://images.unsplash.com/photo-1568901346375-23c9450c58cd?w=300&q=80,Delhi
130,New Taste,Mughlai,low,4.6,0,40,https://images.unsplash.com/photo-1466978913421-bac2e104d72b?w=400&q=80,Delhi
131,The Authentic Bowl,Italian,mid,3.1,0,15,https://images.unsplash.com/photo-1621996346565-e3dbc646d9a9?w=300&q=80,Delhi
132,New Flavor Street Food,Street Food,mid,3.4,1,15,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80,Delhi
133,Spicy House North Indian,North Indian,premium,3.7,1,15,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80,Delhi
134,Grand Tandoor,Street Food,mid,4.1,0,35,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80,Delhi
135,Spicy Table,Mughlai,premium,4.3,1,35,https://images.unsplash.com/photo-1466978913421-bac2e104d72b?w=400&q=80,Delhi
136,The Royal Zest,Mughlai,low,3.0,0,15,https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=400&q=80,Delhi
137,Urban Oven,Desserts,low,4.3,0,35,https://images.unsplash.com/photo-1603513361099-2eeb2be05c86?w=300&q=80,Delhi
138,The Modern Eats,Burger,premium,4.5,1,20,https://images.unsplash.com/photo-1568901346375-23c9450c58cd?w=300&q=80,Delhi
139,Spicy Zest Street Food,Street Food,mid,4.5,0,35,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80,Delhi
140,New Munch,Burger,premium,4.3,0,35,https://images.unsplash.com/photo-1568901346375-23c9450c58cd?w=300&q=80,Delhi
141,The Mughal Spice,Mughlai,premium,3.6,0,45,https://images.unsplash.com/photo-1517248135467-4c7edcad34c4?w=400&q=80,Delhi
142,Amritsar Feast Street Food,Street Food,mid,4.1,1,20,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80,Delhi
143,Nawab Zest Mughlai,Mughlai,mid,3.7,1,40,https://images.unsplash.com/photo-1517248135467-4c7edcad34c4?w=400&q=80,Delhi
144,Authentic Cafe,Mughlai,mid,3.3,1,15,https://images.unsplash.com/photo-1424847651672-bf20a4b0982b?w=400&q=80,Delhi
145,Spicy Spoon Mughlai,Mughlai,low,4.6,0,40,https://images.unsplash.com/photo-1552566626-52f8b828add9?w=400&q=80,Delhi
146,Nawab Taste,North Indian,premium,3.4,0,30,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80,Delhi
147,Punjab Bistro Burger,Burger,mid,4.7,1,25,https://images.unsplash.com/photo-1568901346375-23c9450c58cd?w=300&q=80,Delhi
148,Nawab Tandoor North Indian,North Indian,mid,3.7,1,40,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80,Delhi
149,Mughal Bistro Biryani,Biryani,mid,4.5,0,30,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80,Delhi
150,Red Feast Burger,Burger,high,4.0,0,35,https://images.unsplash.com/photo-1568901346375-23c9450c58cd?w=300&q=80,Delhi
151,The Grand Bistro,Gujarati,mid,4.2,0,25,https://images.unsplash.com/photo-1613069150035-7d52f6b8c9df?w=300&q=80,Hyderabad
152,Andhra Grill Mughlai,Mughlai,low,4.4,1,45,https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=400&q=80,Hyderabad
153,The Vintage Tandoor,Lebanese,mid,4.6,0,45,https://images.unsplash.com/photo-1517248135467-4c7edcad34c4?w=400&q=80,Hyderabad
154,Modern Wok South Indian,South Indian,premium,3.4,1,45,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80,Hyderabad
155,New Feast Biryani,Biryani,premium,4.0,1,30,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80,Hyderabad
156,Authentic Cravings,Mughlai,mid,3.3,1,35,https://images.unsplash.com/photo-1466978913421-bac2e104d72b?w=400&q=80,Hyderabad
157,Chettinad Oven Lebanese,Lebanese,mid,4.6,0,25,https://images.unsplash.com/photo-1514933651103-005eec06c04b?w=400&q=80,Hyderabad
158,New Wok Mughlai,Mughlai,high,3.8,0,25,https://images.unsplash.com/photo-1552566626-52f8b828add9?w=400&q=80,Hyderabad
159,Urban Bowl,Burger,premium,4.6,0,45,https://images.unsplash.com/photo-1568901346375-23c9450c58cd?w=300&q=80,Hyderabad
160,Red Cravings,South Indian,mid,3.5,0,45,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80,Hyderabad
161,Urban Table,South Indian,low,3.1,0,25,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80,Hyderabad
162,Udupi Tandoor,Mughlai,mid,4.2,0,45,https://images.unsplash.com/photo-1414235077428-338989a2e8c0?w=400&q=80,Hyderabad
163,Authentic Cafe,Biryani,premium,3.8,0,20,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80,Hyderabad
164,Deccan Plate,Mughlai,high,3.5,0,45,https://images.unsplash.com/photo-1414235077428-338989a2e8c0?w=400&q=80,Hyderabad
165,Red Taste,South Indian,premium,3.1,0,45,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80,Hyderabad
166,The Great Tandoor Biryani,Biryani,mid,3.0,1,25,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80,Hyderabad
167,Vintage Fork South Indian,South Indian,premium,3.3,0,15,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80,Hyderabad
168,The Authentic Palace,South Indian,high,3.2,0,35,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80,Hyderabad
169,Andhra Cafe Biryani,Biryani,mid,4.7,0,20,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80,Hyderabad
170,Spicy Zest,Gujarati,low,4.0,0,35,https://images.unsplash.com/photo-1613069150035-7d52f6b8c9df?w=300&q=80,Hyderabad
171,The Vintage Bistro,South Indian,premium,3.1,0,40,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80,Hyderabad
172,Spicy Cravings,Biryani,mid,4.7,0,35,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80,Hyderabad
173,Blue House Biryani,Biryani,low,4.1,0,45,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80,Hyderabad
174,The Udupi Munch,South Indian,mid,3.6,1,45,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80,Hyderabad
175,The Famous Oven,South Indian,mid,4.4,0,35,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80,Hyderabad
176,Golden Bowl,Street Food,low,3.2,0,40,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80,Hyderabad
177,Grand House,Mughlai,mid,3.1,0,40,https://images.unsplash.com/photo-1517248135467-4c7edcad34c4?w=400&q=80,Hyderabad
178,Modern Cafe,Biryani,low,4.6,0,40,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80,Hyderabad
179,Golden Tandoor South Indian,South Indian,mid,3.9,0,30,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80,Hyderabad
180,Blue Oven South Indian,South Indian,premium,3.8,0,30,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80,Hyderabad
181,The Andhra Bowl,Biryani,mid,3.4,0,40,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80,Hyderabad
182,Udupi Table,South Indian,low,3.5,1,25,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80,Hyderabad
183,The Deccan Bites,Burger,low,4.1,0,40,https://images.unsplash.com/photo-1568901346375-23c9450c58cd?w=300&q=80,Hyderabad
184,The Blue Fork,Mughlai,mid,4.4,0,20,https://images.unsplash.com/photo-1514933651103-005eec06c04b?w=400&q=80,Hyderabad
185,Madras Cafe,Mughlai,mid,3.5,0,20,https://images.unsplash.com/photo-1424847651672-bf20a4b0982b?w=400&q=80,Hyderabad
186,New Taste Biryani,Biryani,mid,4.4,0,45,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80,Hyderabad
187,Red Eats South Indian,South Indian,mid,3.1,1,45,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80,Hyderabad
188,Famous Taste South Indian,South Indian,premium,4.8,0,20,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80,Hyderabad
189,Chettinad Palace Mexican,Mexican,high,3.1,0,40,https://images.unsplash.com/photo-1578474846511-04245941c4d9?w=400&q=80,Hyderabad
190,The Urban Zest,Mughlai,mid,3.6,0,20,https://images.unsplash.com/photo-1517248135467-4c7edcad34c4?w=400&q=80,Hyderabad
191,New Bowl Biryani,Biryani,premium,3.5,0,25,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80,Hyderabad
192,Malabar Spoon Biryani,Biryani,high,3.2,0,25,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80,Hyderabad
193,Madras Kitchen,Mughlai,low,4.8,0,25,https://images.unsplash.com/photo-1424847651672-bf20a4b0982b?w=400&q=80,Hyderabad
194,Red Tandoor North Indian,North Indian,high,3.5,0,45,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80,Hyderabad
195,The Famous Bistro,Gujarati,mid,4.5,1,40,https://images.unsplash.com/photo-1613069150035-7d52f6b8c9df?w=300&q=80,Hyderabad
196,Famous Cravings Biryani,Biryani,low,4.5,0,25,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80,Hyderabad
197,The Modern Hut,Desserts,low,4.6,0,30,https://images.unsplash.com/photo-1603513361099-2eeb2be05c86?w=300&q=80,Hyderabad
